File information for this summary
Summary produced,2021-08-27 12:05:22.354248
List of files held in,G:\My Drive\KJ\PycharmProjects\CapacitanceScale\main_2021-08-23_a.csv
Working directory,G:\My Drive\KJ\PycharmProjects\CapacitanceScale\new_datastore
Dial input,dialcal_in_2019-10-16_a.csv
Dial output,dialcal_out_2019-10-16_a.csv
Permutable,comp_permute_2019-11-15.csv
Ratio input,ratiocal_in_2019-11-15.csv
Ratio output,ratiocal_out_2019-11-15.csv
Scale input,capcal_in_2019-11-15.csv
Scale output,capcal_out_2019-11-15.csv
Leads and caps,comp_leads_caps_2019-10-16.csv
Reference,reference_val_2021-08-24.csv

Input for calibrating the main dials
Date,16 October 2019
Reference,KJ Lab Diary2 p.107
w,1e4
ah11c1,99.99999999999999,1e-11,0.0,1e-12,104.1,2.06,87.7,0.57,10000.0
ah11d1,99.99999999999999,1e-11,0.0,1e-12,102.4,1.91,101.9,0.31,10000.0
ah11a2,10.0,1e-11,0.0,1e-12,84.2,1.6199999999999999,119.10000000000002,0.43,10000.0
ah11b2,10.0,1e-11,0.0,1e-12,77.8,1.6199999999999999,112.90000000000002,0.4,10000.0
ah11c2,99.99999999999999,1e-11,0.0,1e-12,101.2,1.9599999999999997,104.8,0.56,10000.0
ah11d2,99.99999999999999,1e-11,0.0,1e-12,102.4,1.91,101.9,0.31,10000.0
es14,0.5,1e-11,0.0,1e-12,0.0,0.0,0.0,0.0,10000.0
es13,5.0,1e-11,0.0,1e-12,204.99999999999997,0.8,0.0,0.0,10000.0
es16,5.0,1e-11,0.0,1e-12,185.0,0.6,0.0,0.0,10000.0
gr10,10.0,1e-11,0.0,1e-12,0.0,0.0,0.0,0.0,10000.0
gr100,99.99999999999999,1e-11,0.0,1e-12,483.7199999999999,0.7,0.0,0.0,10000.0
gr1000a,1000.0000000000001,1e-11,0.0,1e-12,1386.0,0.0,0.0,0.0,10000.0
gr1000b,1000.0000000000001,1e-11,0.0,1e-12,1386.0,0.0,0.0,0.0,10000.0
es13_16,10.0,1e-11,0.0,1e-12,494.8,2.0799999999999996,0.0,0.0,10000.0
